,customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
31067,31063.0,44,67000.0,RENT,3.0,DEBTCONSOLIDATION,C,10000.0,11.66,4,1.0,15,NO DEFAULT
31070,31066.0,49,69000.0,RENT,11.0,VENTURE,C,10000.0,13.48,9,0.0,16,NO DEFAULT
31071,31067.0,42,69228.0,RENT,3.0,HOMEIMPROVEMENT,A,10000.0,7.49,2,0.0,13,NO DEFAULT
31072,31068.0,36,64000.0,RENT,0.0,EDUCATION,D,10000.0,15.28,6,1.0,12,DEFAULT
31073,31069.0,40,75000.0,MORTGAGE,6.0,EDUCATION,C,7500.0,12.23,4,1.0,16,NO DEFAULT
31074,31070.0,38,54400.0,RENT,5.0,MEDICAL,D,10000.0,15.33,8,1.0,15,DEFAULT
31075,31071.0,41,70000.0,RENT,2.0,HOMEIMPROVEMENT,A,10000.0,7.88,1,0.0,13,NO DEFAULT
31076,31072.0,46,70000.0,RENT,0.0,MEDICAL,A,10000.0,8.59,6,0.0,14,NO DEFAULT
31077,31073.0,41,70800.0,RENT,25.0,VENTURE,B,10000.0,11.36,1,0.0,12,NO DEFAULT
31078,31074.0,41,71500.0,RENT,4.0,EDUCATION,A,10000.0,7.14,1,0.0,14,NO DEFAULT
31079,31075.0,38,66000.0,RENT,1.0,PERSONAL,D,10000.0,15.99,8,1.0,12,DEFAULT
31080,31076.0,36,72000.0,RENT,8.0,PERSONAL,B,10000.0,11.49,6,0.0,14,NO DEFAULT
31081,31077.0,39,75000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000.0,7.88,9,0.0,14,NO DEFAULT
31082,31078.0,36,72500.0,RENT,2.0,MEDICAL,A,10000.0,7.9,6,0.0,11,NO DEFAULT
31083,31079.0,36,75000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14400.0,10.25,6,0.0,15,NO DEFAULT
31084,31080.0,38,75000.0,MORTGAGE,13.0,VENTURE,B,20000.0,11.36,8,0.0,11,NO DEFAULT
31085,31081.0,36,75000.0,RENT,5.0,HOMEIMPROVEMENT,B,10000.0,11.99,6,0.0,12,NO DEFAULT
31086,31082.0,41,58650.0,MORTGAGE,15.0,MEDICAL,B,12000.0,11.14,1,0.0,16,NO DEFAULT
31087,31083.0,36,75000.0,MORTGAGE,9.0,EDUCATION,B,15000.0,12.18,6,0.0,16,NO DEFAULT
31089,31085.0,46,62047.0,RENT,4.0,MEDICAL,A,10000.0,9.63,6,0.0,13,NO DEFAULT
31090,31086.0,47,75000.0,OTHER,1.0,DEBTCONSOLIDATION,C,12000.0,12.84,7,0.0,11,NO DEFAULT
31091,31087.0,43,80000.0,RENT,5.0,HOMEIMPROVEMENT,B,10000.0,11.49,3,0.0,12,NO DEFAULT
31092,31088.0,37,75000.0,MORTGAGE,0.0,VENTURE,C,17000.0,11.78,7,0.0,11,NO DEFAULT
31094,31090.0,36,80000.0,RENT,0.0,PERSONAL,C,10000.0,13.61,6,0.0,14,NO DEFAULT
31095,31091.0,40,69000.0,MORTGAGE,21.0,DEBTCONSOLIDATION,D,13200.0,13.24,4,1.0,14,DEFAULT
31096,31092.0,37,75600.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,28000.0,7.49,7,0.0,15,NO DEFAULT
31097,31093.0,40,75600.0,MORTGAGE,9.0,VENTURE,A,14000.0,7.51,4,0.0,14,NO DEFAULT
31098,31094.0,38,75971.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,18125.0,14.84,8,1.0,12,NO DEFAULT
31099,31095.0,38,75996.0,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3500.0,7.29,8,0.0,13,NO DEFAULT
31101,31097.0,40,75996.0,MORTGAGE,0.0,MEDICAL,C,3600.0,12.87,4,0.0,11,NO DEFAULT
31102,31098.0,39,76000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000.0,6.03,9,0.0,14,NO DEFAULT
31103,31099.0,43,76000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,D,9150.0,16.29,3,1.0,16,NO DEFAULT
31104,31100.0,44,76000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3600.0,14.79,4,1.0,12,NO DEFAULT
31105,31101.0,37,85000.0,RENT,3.0,EDUCATION,C,10000.0,14.27,7,0.0,14,NO DEFAULT
31106,31102.0,41,76000.0,MORTGAGE,17.0,HOMEIMPROVEMENT,A,4800.0,5.42,1,0.0,16,NO DEFAULT
31107,31103.0,38,76000.0,MORTGAGE,4.0,PERSONAL,A,9000.0,5.99,8,0.0,12,NO DEFAULT
31108,31104.0,38,85000.0,RENT,9.0,MEDICAL,B,10000.0,11.12,8,0.0,12,NO DEFAULT
31109,31105.0,39,85000.0,RENT,3.0,PERSONAL,A,10000.0,9.32,9,0.0,16,NO DEFAULT
31110,31106.0,38,85900.0,RENT,6.0,DEBTCONSOLIDATION,B,10000.0,12.53,8,0.0,13,NO DEFAULT
31111,31107.0,37,90000.0,RENT,21.0,VENTURE,A,10000.0,8.94,7,0.0,12,NO DEFAULT
31112,31108.0,46,76800.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000.0,15.96,6,1.0,13,NO DEFAULT
31113,31109.0,36,76800.0,MORTGAGE,18.0,PERSONAL,A,6200.0,5.99,6,0.0,17,NO DEFAULT
31114,31110.0,49,70872.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,15000.0,14.84,9,0.0,11,DEFAULT
31115,31111.0,36,92000.0,RENT,5.0,DEBTCONSOLIDATION,B,10000.0,11.71,6,0.0,16,NO DEFAULT
31117,31113.0,43,77000.0,MORTGAGE,3.0,EDUCATION,A,12000.0,5.99,3,0.0,16,NO DEFAULT
31120,31116.0,36,77000.0,MORTGAGE,7.0,PERSONAL,A,6000.0,6.99,6,0.0,12,NO DEFAULT
31121,31117.0,41,95000.0,RENT,3.0,VENTURE,D,10000.0,16.49,1,0.0,16,NO DEFAULT
31122,31118.0,38,50400.0,RENT,5.0,DEBTCONSOLIDATION,B,10100.0,11.49,8,0.0,16,NO DEFAULT
31123,31119.0,36,77000.0,MORTGAGE,2.0,EDUCATION,D,10000.0,16.35,6,1.0,13,NO DEFAULT
31124,31120.0,37,77000.0,MORTGAGE,2.0,VENTURE,C,15000.0,12.29,7,0.0,15,NO DEFAULT
31125,31121.0,37,42000.0,RENT,3.0,PERSONAL,C,10200.0,13.16,7,0.0,14,NO DEFAULT
31126,31122.0,48,55000.0,RENT,9.0,MEDICAL,C,10200.0,13.92,8,0.0,16,NO DEFAULT
31127,31123.0,37,78000.0,RENT,14.0,EDUCATION,C,10200.0,13.06,7,1.0,13,NO DEFAULT
31128,31124.0,48,83500.0,RENT,7.0,EDUCATION,A,10200.0,5.79,8,0.0,14,NO DEFAULT
31129,31125.0,38,77250.0,OWN,4.0,VENTURE,A,3000.0,8.59,8,0.0,15,NO DEFAULT
31130,31126.0,39,77256.0,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000.0,11.86,9,0.0,11,NO DEFAULT
31131,31127.0,36,132000.0,RENT,3.0,HOMEIMPROVEMENT,A,10200.0,7.51,6,0.0,13,NO DEFAULT
31132,31128.0,39,26000.0,RENT,11.0,DEBTCONSOLIDATION,A,11000.0,8.59,9,1.0,12,DEFAULT
31133,31129.0,47,77533.0,MORTGAGE,19.0,EDUCATION,B,25000.0,10.99,7,0.0,14,NO DEFAULT
31135,31131.0,42,36000.0,RENT,0.0,MEDICAL,C,11000.0,11.97,2,1.0,16,DEFAULT
31136,31132.0,39,60000.0,RENT,1.0,MEDICAL,B,11025.0,10.59,9,0.0,12,NO DEFAULT
31137,31133.0,38,35000.0,RENT,22.0,EDUCATION,A,11100.0,6.62,8,0.0,14,DEFAULT
31138,31134.0,42,78000.0,MORTGAGE,6.0,EDUCATION,B,20000.0,10.99,2,0.0,11,NO DEFAULT
31139,31135.0,38,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3225.0,5.79,8,0.0,13,NO DEFAULT
31140,31136.0,37,40000.0,OWN,6.0,PERSONAL,B,3000.0,9.91,7,0.0,15,NO DEFAULT
31141,31137.0,38,78000.0,MORTGAGE,8.0,EDUCATION,A,6250.0,6.76,8,0.0,16,NO DEFAULT
31142,31138.0,36,78000.0,MORTGAGE,7.0,PERSONAL,A,15000.0,7.88,6,0.0,16,NO DEFAULT
31143,31139.0,36,62200.0,RENT,3.0,HOMEIMPROVEMENT,B,11200.0,10.59,6,0.0,16,NO DEFAULT
31144,31140.0,38,78000.0,MORTGAGE,19.0,VENTURE,A,4575.0,7.74,8,0.0,14,NO DEFAULT
31145,31141.0,42,66000.0,RENT,9.0,DEBTCONSOLIDATION,A,11200.0,5.79,2,0.0,12,DEFAULT
31146,31142.0,39,78000.0,MORTGAGE,5.0,EDUCATION,C,12000.0,13.57,9,0.0,11,NO DEFAULT
31148,31144.0,37,78000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000.0,9.83,7,0.0,11,NO DEFAULT
31149,31145.0,42,78000.0,MORTGAGE,4.0,MEDICAL,C,8000.0,10.78,2,1.0,13,NO DEFAULT
31150,31146.0,42,78456.0,MORTGAGE,5.0,MEDICAL,B,25000.0,10.36,2,0.0,16,NO DEFAULT
31151,31147.0,40,132000.0,RENT,18.0,DEBTCONSOLIDATION,C,11200.0,12.68,4,0.0,12,NO DEFAULT
31152,31148.0,50,150000.0,RENT,0.0,HOMEIMPROVEMENT,B,11200.0,11.14,5,0.0,11,NO DEFAULT
31153,31149.0,36,40000.0,RENT,2.0,EDUCATION,C,11250.0,14.27,6,0.0,12,NO DEFAULT
31154,31150.0,45,33600.0,RENT,8.0,VENTURE,D,11300.0,12.17,5,0.0,11,DEFAULT
31155,31151.0,39,78840.0,MORTGAGE,18.0,DEBTCONSOLIDATION,B,15000.0,11.71,9,0.0,13,NO DEFAULT
31156,31152.0,42,60000.0,RENT,3.0,PERSONAL,C,11300.0,13.61,2,1.0,14,NO DEFAULT
31157,31153.0,43,79000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000.0,8.88,3,0.0,12,NO DEFAULT
31158,31154.0,36,79200.0,MORTGAGE,19.0,PERSONAL,A,10000.0,6.03,6,0.0,14,NO DEFAULT
31159,31155.0,47,79500.0,MORTGAGE,0.0,EDUCATION,A,16000.0,7.51,7,0.0,13,NO DEFAULT
31160,31156.0,41,33150.0,RENT,5.0,EDUCATION,C,11500.0,12.98,1,0.0,15,DEFAULT
31161,31157.0,40,62540.0,MORTGAGE,5.0,MEDICAL,E,7500.0,19.04,4,1.0,12,NO DEFAULT
31162,31158.0,37,39600.0,RENT,2.0,PERSONAL,C,11500.0,13.48,7,0.0,15,NO DEFAULT
31163,31159.0,39,41725.0,RENT,4.0,VENTURE,D,11500.0,14.09,9,1.0,13,NO DEFAULT
31165,31161.0,39,55600.0,RENT,0.0,HOMEIMPROVEMENT,C,11500.0,13.22,9,0.0,11,NO DEFAULT
31167,31163.0,44,80000.0,MORTGAGE,14.0,MEDICAL,A,10000.0,6.03,4,0.0,15,NO DEFAULT
31168,31164.0,37,73000.0,RENT,4.0,DEBTCONSOLIDATION,B,11500.0,12.21,7,0.0,11,NO DEFAULT
31169,31165.0,40,40000.0,OWN,12.0,HOMEIMPROVEMENT,B,13750.0,8.88,4,0.0,16,NO DEFAULT
31170,31166.0,37,74000.0,MORTGAGE,6.0,PERSONAL,D,10000.0,16.29,7,0.0,14,DEFAULT
31171,31167.0,43,30000.0,RENT,0.0,PERSONAL,C,11525.0,13.57,3,1.0,17,DEFAULT
31172,31168.0,36,80000.0,MORTGAGE,4.0,VENTURE,A,10000.0,6.62,6,0.0,14,NO DEFAULT
31173,31169.0,37,80000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000.0,6.62,7,0.0,13,NO DEFAULT
31174,31170.0,36,80000.0,MORTGAGE,3.0,VENTURE,B,12025.0,10.65,6,0.0,16,NO DEFAULT
31175,31171.0,43,55000.0,RENT,3.0,MEDICAL,B,11750.0,10.99,3,0.0,17,NO DEFAULT
31177,31173.0,48,20400.0,RENT,4.0,MEDICAL,A,12000.0,7.49,8,0.0,12,DEFAULT
31178,31174.0,42,80000.0,MORTGAGE,3.0,PERSONAL,B,10000.0,11.49,2,0.0,14,NO DEFAULT
31179,31175.0,43,80000.0,MORTGAGE,3.0,VENTURE,A,9800.0,5.99,3,0.0,17,NO DEFAULT
31180,31176.0,47,27000.0,RENT,2.0,PERSONAL,D,12000.0,13.3,7,0.0,12,DEFAULT
31181,31177.0,36,80000.0,MORTGAGE,5.0,EDUCATION,B,20000.0,10.99,6,0.0,15,NO DEFAULT
31182,31178.0,43,80000.0,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000.0,6.99,3,0.0,15,NO DEFAULT
31183,31179.0,37,30000.0,RENT,8.0,VENTURE,B,12000.0,12.42,7,0.0,15,DEFAULT
31184,31180.0,44,30000.0,RENT,2.0,DEBTCONSOLIDATION,B,12000.0,11.11,4,0.0,15,DEFAULT
31185,31181.0,42,80000.0,MORTGAGE,8.0,PERSONAL,B,5000.0,11.99,2,0.0,17,NO DEFAULT
31186,31182.0,44,30000.0,RENT,0.0,MEDICAL,B,12000.0,11.83,4,0.0,11,DEFAULT
31187,31183.0,49,74000.0,MORTGAGE,20.0,DEBTCONSOLIDATION,D,12000.0,17.99,9,0.0,15,DEFAULT
31189,31185.0,36,80000.0,MORTGAGE,20.0,DEBTCONSOLIDATION,A,5000.0,7.29,6,0.0,16,NO DEFAULT
31190,31186.0,46,80000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,D,20000.0,14.54,6,0.0,13,NO DEFAULT
31191,31187.0,37,32000.0,RENT,0.0,VENTURE,A,12000.0,7.49,7,1.0,15,DEFAULT
31192,31188.0,38,80000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000.0,7.29,8,0.0,16,NO DEFAULT
31193,31189.0,39,80000.0,MORTGAGE,18.0,PERSONAL,C,5600.0,13.43,9,0.0,13,NO DEFAULT
31194,31190.0,37,80000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000.0,9.99,7,0.0,13,NO DEFAULT
31195,31191.0,36,33600.0,RENT,3.0,EDUCATION,B,12000.0,11.36,6,0.0,13,DEFAULT
31196,31192.0,37,40000.0,OWN,1.0,VENTURE,B,15000.0,11.48,7,0.0,14,NO DEFAULT
31198,31194.0,46,80000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000.0,6.17,6,0.0,13,NO DEFAULT
31199,31195.0,47,80000.0,MORTGAGE,2.0,EDUCATION,A,10000.0,6.54,7,0.0,13,NO DEFAULT
31200,31196.0,38,80000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000.0,12.98,8,1.0,13,NO DEFAULT
31201,31197.0,36,74000.0,MORTGAGE,20.0,HOMEIMPROVEMENT,E,25000.0,17.8,6,1.0,11,NO DEFAULT
31202,31198.0,39,80000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,19800.0,13.23,9,1.0,13,NO DEFAULT
31203,31199.0,46,80000.0,MORTGAGE,8.0,VENTURE,B,5000.0,11.86,6,0.0,15,NO DEFAULT
31205,31201.0,38,36500.0,RENT,3.0,EDUCATION,A,12000.0,7.51,8,0.0,11,DEFAULT
31206,31202.0,38,80000.0,MORTGAGE,2.0,MEDICAL,C,5000.0,13.85,8,0.0,15,NO DEFAULT
31207,31203.0,44,80000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000.0,13.11,4,0.0,16,NO DEFAULT
31208,31204.0,44,80000.0,MORTGAGE,28.0,VENTURE,D,25000.0,15.33,4,1.0,17,NO DEFAULT
31209,31205.0,37,38200.0,RENT,0.0,VENTURE,A,12000.0,8.94,7,1.0,14,DEFAULT
31210,31206.0,37,38304.0,RENT,3.0,PERSONAL,A,12000.0,7.88,7,0.0,12,DEFAULT
31211,31207.0,37,80000.0,MORTGAGE,18.0,MEDICAL,B,20000.0,11.83,7,0.0,13,NO DEFAULT
31212,31208.0,36,74000.0,MORTGAGE,4.0,EDUCATION,B,10250.0,11.48,6,0.0,15,NO DEFAULT
31213,31209.0,48,80000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7700.0,9.63,8,0.0,11,NO DEFAULT
31214,31210.0,36,74000.0,MORTGAGE,4.0,PERSONAL,C,10000.0,11.03,6,0.0,15,DEFAULT
31215,31211.0,36,80000.0,MORTGAGE,0.0,EDUCATION,B,15000.0,10.71,6,0.0,14,NO DEFAULT
31216,31212.0,39,39996.0,RENT,1.0,VENTURE,B,12000.0,10.74,9,0.0,16,NO DEFAULT
31217,31213.0,39,80000.0,OWN,0.0,MEDICAL,C,5000.0,11.22,9,0.0,13,NO DEFAULT
31218,31214.0,37,40000.0,RENT,0.0,MEDICAL,B,12000.0,9.91,7,0.0,16,NO DEFAULT
31219,31215.0,41,62903.0,MORTGAGE,4.0,MEDICAL,B,9600.0,10.0,1,0.0,12,NO DEFAULT
31220,31216.0,38,40000.0,RENT,19.0,VENTURE,B,12000.0,10.59,8,0.0,11,NO DEFAULT
31221,31217.0,40,80004.0,MORTGAGE,15.0,EDUCATION,A,9500.0,7.51,4,0.0,12,NO DEFAULT
31223,31219.0,44,80100.0,MORTGAGE,16.0,MEDICAL,B,8000.0,10.38,4,0.0,16,NO DEFAULT
31224,31220.0,44,80160.0,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5500.0,13.92,4,1.0,13,NO DEFAULT
31226,31222.0,42,42000.0,RENT,0.0,PERSONAL,B,12000.0,10.37,2,0.0,11,NO DEFAULT
31227,31223.0,38,81000.0,MORTGAGE,3.0,PERSONAL,C,10000.0,14.27,8,1.0,16,NO DEFAULT
31228,31224.0,36,81000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000.0,12.99,6,0.0,17,NO DEFAULT
31229,31225.0,38,81000.0,MORTGAGE,0.0,EDUCATION,B,11000.0,10.36,8,0.0,14,NO DEFAULT
31230,31226.0,38,81000.0,OWN,4.0,EDUCATION,B,7000.0,9.99,8,0.0,11,NO DEFAULT
31231,31227.0,40,81000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,20000.0,6.17,4,0.0,14,NO DEFAULT
31232,31228.0,40,81120.0,MORTGAGE,1.0,EDUCATION,B,24000.0,9.25,4,0.0,15,NO DEFAULT
31233,31229.0,38,81120.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000.0,11.12,8,0.0,12,NO DEFAULT
31235,31231.0,43,45000.0,RENT,0.0,MEDICAL,A,12000.0,6.91,3,0.0,12,NO DEFAULT
31237,31233.0,42,64464.0,MORTGAGE,13.0,MEDICAL,D,30000.0,19.03,2,0.0,17,DEFAULT
31238,31234.0,44,39000.0,RENT,2.0,MEDICAL,B,12000.0,11.14,4,0.0,15,DEFAULT
31240,31236.0,39,82000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,8000.0,19.42,9,1.0,17,NO DEFAULT
31241,31237.0,41,82000.0,MORTGAGE,18.0,HOMEIMPROVEMENT,A,12000.0,7.51,1,0.0,17,NO DEFAULT
31242,31238.0,38,46000.0,RENT,1.0,MEDICAL,B,12000.0,9.91,8,0.0,16,NO DEFAULT
31243,31239.0,49,82000.0,MORTGAGE,4.0,PERSONAL,D,10000.0,16.49,9,1.0,12,NO DEFAULT
31244,31240.0,38,82000.0,OWN,4.0,HOMEIMPROVEMENT,B,10000.0,11.99,8,0.0,13,NO DEFAULT
31245,31241.0,37,59448.0,RENT,6.0,DEBTCONSOLIDATION,A,12000.0,6.54,7,0.0,16,DEFAULT
31246,31242.0,46,82359.0,MORTGAGE,6.0,PERSONAL,A,6600.0,7.66,6,0.0,13,NO DEFAULT
31247,31243.0,36,82500.0,MORTGAGE,20.0,MEDICAL,B,11000.0,10.65,6,0.0,11,NO DEFAULT
31249,31245.0,39,54000.0,RENT,4.0,DEBTCONSOLIDATION,C,12000.0,14.22,9,1.0,12,DEFAULT
31250,31246.0,43,83000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,B,3000.0,9.91,3,0.0,17,NO DEFAULT
31251,31247.0,41,83000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3000.0,11.83,1,0.0,12,NO DEFAULT
31252,31248.0,36,83000.0,MORTGAGE,0.0,VENTURE,C,13000.0,11.97,6,0.0,14,NO DEFAULT
31253,31249.0,37,24000.0,RENT,3.0,HOMEIMPROVEMENT,D,3000.0,19.03,7,0.0,11,DEFAULT
31255,31251.0,39,24000.0,RENT,0.0,HOMEIMPROVEMENT,D,3000.0,14.12,9,0.0,11,DEFAULT
31257,31253.0,36,83625.0,MORTGAGE,6.0,PERSONAL,A,13200.0,7.51,6,0.0,12,NO DEFAULT
31258,31254.0,36,84000.0,MORTGAGE,2.0,PERSONAL,B,6000.0,12.69,6,0.0,13,NO DEFAULT
31260,31256.0,40,27599.0,RENT,6.0,VENTURE,B,3000.0,10.25,4,0.0,17,NO DEFAULT
31261,31257.0,37,84000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,C,8225.0,12.99,7,1.0,11,NO DEFAULT
31264,31260.0,38,84000.0,MORTGAGE,5.0,VENTURE,B,15000.0,9.63,8,0.0,16,NO DEFAULT
31265,31261.0,48,29120.0,RENT,0.0,DEBTCONSOLIDATION,D,3000.0,12.49,8,1.0,14,DEFAULT
31266,31262.0,43,84000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000.0,5.42,3,0.0,16,NO DEFAULT
31267,31263.0,39,84000.0,OWN,12.0,EDUCATION,A,9875.0,7.51,9,0.0,15,NO DEFAULT
31268,31264.0,36,84000.0,MORTGAGE,14.0,VENTURE,A,1000.0,7.51,6,0.0,16,NO DEFAULT
31270,31266.0,40,84000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925.0,14.26,4,0.0,16,NO DEFAULT
31271,31267.0,39,84000.0,MORTGAGE,2.0,EDUCATION,A,4000.0,9.63,9,0.0,12,NO DEFAULT
31272,31268.0,49,84240.0,MORTGAGE,4.0,MEDICAL,B,14000.0,11.89,9,0.0,17,NO DEFAULT
31273,31269.0,36,84996.0,MORTGAGE,11.0,PERSONAL,B,3500.0,12.69,6,0.0,16,NO DEFAULT
31274,31270.0,47,65000.0,RENT,9.0,EDUCATION,A,12000.0,5.42,7,0.0,17,NO DEFAULT
31275,31271.0,37,65000.0,RENT,4.0,PERSONAL,D,12000.0,16.49,7,0.0,17,NO DEFAULT
31276,31272.0,37,65000.0,RENT,7.0,EDUCATION,C,12000.0,13.98,7,0.0,15,NO DEFAULT
31277,31273.0,39,68640.0,RENT,2.0,MEDICAL,B,12000.0,9.33,9,0.0,16,NO DEFAULT
31278,31274.0,40,85000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000.0,14.27,4,0.0,16,NO DEFAULT
31280,31276.0,38,85000.0,MORTGAGE,15.0,VENTURE,A,15000.0,6.03,8,0.0,15,NO DEFAULT
31281,31277.0,37,85000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500.0,12.69,7,0.0,11,NO DEFAULT
31282,31278.0,37,85000.0,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000.0,9.99,7,0.0,16,NO DEFAULT
31283,31279.0,37,85000.0,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000.0,11.99,7,0.0,17,NO DEFAULT
31284,31280.0,38,85000.0,MORTGAGE,4.0,PERSONAL,B,6000.0,10.99,8,0.0,14,NO DEFAULT
31285,31281.0,36,73000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000.0,17.49,6,0.0,17,DEFAULT
31286,31282.0,36,72800.0,RENT,1.0,VENTURE,A,12000.0,7.66,6,0.0,12,NO DEFAULT
31287,31283.0,37,85000.0,MORTGAGE,2.0,VENTURE,A,5600.0,5.42,7,0.0,13,NO DEFAULT
31289,31285.0,42,85000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,8500.0,15.58,2,1.0,12,NO DEFAULT
31290,31286.0,37,37000.0,OWN,5.0,VENTURE,B,6075.0,11.86,7,0.0,14,NO DEFAULT
31291,31287.0,39,85000.0,MORTGAGE,2.0,VENTURE,B,5000.0,11.86,9,0.0,15,NO DEFAULT
31292,31288.0,48,85000.0,MORTGAGE,0.0,EDUCATION,A,10000.0,7.51,8,0.0,13,NO DEFAULT
31293,31289.0,37,42000.0,RENT,3.0,VENTURE,A,3000.0,7.51,7,1.0,13,NO DEFAULT
31294,31290.0,47,85000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500.0,6.76,7,0.0,12,NO DEFAULT
31295,31291.0,41,37000.0,OWN,0.0,VENTURE,C,10000.0,13.79,1,1.0,13,NO DEFAULT
31296,31292.0,40,85000.0,MORTGAGE,1.0,EDUCATION,C,10000.0,12.87,4,0.0,11,NO DEFAULT
31297,31293.0,36,85000.0,OWN,2.0,EDUCATION,D,8000.0,14.96,6,0.0,14,NO DEFAULT
31298,31294.0,43,75000.0,RENT,0.0,HOMEIMPROVEMENT,A,12000.0,7.9,3,0.0,16,NO DEFAULT
31299,31295.0,37,85000.0,OWN,3.0,EDUCATION,E,10000.0,18.43,7,1.0,16,NO DEFAULT
31300,31296.0,45,36700.0,OWN,7.0,PERSONAL,A,2000.0,7.51,5,0.0,16,NO DEFAULT
31301,31297.0,39,85000.0,MORTGAGE,1.0,PERSONAL,A,12000.0,9.32,9,0.0,13,NO DEFAULT
31302,31298.0,46,85000.0,OTHER,0.0,HOMEIMPROVEMENT,A,1000.0,7.68,6,0.0,12,NO DEFAULT
31303,31299.0,47,85000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000.0,8.07,7,0.0,15,NO DEFAULT
31304,31300.0,46,85000.0,OWN,1.0,VENTURE,A,5000.0,7.43,6,0.0,13,NO DEFAULT
31305,31301.0,44,85280.0,MORTGAGE,4.0,PERSONAL,B,7000.0,10.62,4,0.0,12,NO DEFAULT
31306,31302.0,39,86000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8500.0,6.03,9,0.0,11,NO DEFAULT
31307,31303.0,36,62900.0,MORTGAGE,5.0,MEDICAL,C,6250.0,13.49,6,0.0,12,DEFAULT
31308,31304.0,42,75744.0,RENT,2.0,EDUCATION,D,12000.0,14.91,2,1.0,12,DEFAULT
31309,31305.0,42,82000.0,RENT,10.0,VENTURE,D,12000.0,13.24,2,1.0,13,NO DEFAULT
31310,31306.0,48,83000.0,RENT,2.0,VENTURE,B,12000.0,10.99,8,0.0,17,NO DEFAULT
31311,31307.0,43,86004.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000.0,9.99,3,0.0,14,NO DEFAULT
31312,31308.0,44,36000.0,OWN,5.0,EDUCATION,D,4000.0,16.29,4,0.0,11,NO DEFAULT
31313,31309.0,36,36000.0,OWN,4.0,MEDICAL,D,10000.0,16.29,6,1.0,17,NO DEFAULT
31315,31311.0,43,86044.0,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6500.0,7.74,3,0.0,13,NO DEFAULT
31316,31312.0,36,84695.0,RENT,2.0,MEDICAL,A,12000.0,7.29,6,0.0,14,NO DEFAULT
31317,31313.0,37,86500.0,MORTGAGE,13.0,EDUCATION,A,6500.0,7.14,7,0.0,13,NO DEFAULT
31318,31314.0,40,86500.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000.0,10.25,4,0.0,16,NO DEFAULT
31320,31316.0,39,85000.0,RENT,4.0,HOMEIMPROVEMENT,A,12000.0,6.03,9,0.0,12,NO DEFAULT
31322,31318.0,46,86807.0,MORTGAGE,0.0,VENTURE,A,10000.0,8.94,6,0.0,15,NO DEFAULT
